Month,Product,Sales,year,month,month_sin,month_cos,sales_lag_1,sales_lag_2,sales_lag_3,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,ewm_alpha_0.3,ewm_alpha_0.5,seasonal,seasonal_Product
2020-07-01,ProductB,2208,2020,7,-0.4999999999999997,-0.8660254037844388,3067.0,1786.0,576.0,2353.6666666666665,652.8049734287673,1310.1666666666667,1227.6371478033186,1678.0182066092113,2137.9814407814406,5639.012731481482,5639.012731481482
2020-08-01,ProductB,4014,2020,8,-0.8660254037844385,-0.5000000000000004,2208.0,3067.0,1786.0,3096.3333333333335,903.3572567557829,1969.8333333333333,1460.293452243989,2385.6691041440254,3076.105237455744,2127.16550925926,2127.16550925926
2020-09-01,ProductB,2935,2020,9,-1.0,-1.8369701987210297e-16,4014.0,2208.0,3067.0,3052.3333333333335,908.6992535120371,2431.0,1189.2165488253183,2551.5937118739766,3005.548312274919,-3342.4386574074074,-3342.4386574074074
2020-10-01,ProductB,2574,2020,10,-0.8660254037844386,0.5000000000000001,2935.0,4014.0,2208.0,3174.3333333333335,749.2398369903549,2764.0,772.692694413504,2558.347663110715,2789.767571031831,-1690.188657407407,-1690.188657407407
2020-11-01,ProductB,3404,2020,11,-0.5000000000000004,0.8660254037844384,2574.0,2935.0,4014.0,2971.0,416.16943664810395,3033.6666666666665,632.7820056438611,2812.889280567502,3096.888471808957,-1384.1261574074074,-1384.1261574074074
2020-12-01,ProductB,8188,2020,12,-2.4492935982947064e-16,1.0,3404.0,2574.0,2935.0,4722.0,3030.1966932857677,3887.1666666666665,2199.8787618109022,4429.182487592293,5642.463657101876,1655.0405092592587,1655.0405092592587
2021-01-01,ProductB,6472,2021,1,0.49999999999999994,0.8660254037844387,8188.0,3404.0,2574.0,6021.333333333333,2423.631435126499,4597.833333333333,2237.3561555252368,5043.027334610497,6057.2334107719835,-2918.792824074074,-2918.792824074074
2021-02-01,ProductB,16860,2021,2,0.8660254037844386,0.5000000000000001,6472.0,8188.0,3404.0,10506.666666666666,5568.644119831446,6738.833333333333,5432.226004748576,8592.164758777004,11458.627007726684,708.4571759259267,708.4571759259267
2021-03-01,ProductB,6678,2021,3,1.0,6.123233995736766e-17,16860.0,6472.0,8188.0,10003.333333333334,5938.940758530374,7362.666666666667,5113.608145592178,8017.456758605973,9068.311224280571,-2435.4594907407404,-2435.4594907407404
2021-04-01,ProductB,2570,2021,4,0.8660254037844387,-0.4999999999999998,6678.0,16860.0,6472.0,8702.666666666666,7357.002197453344,7362.0,5114.357515856709,6382.30642456795,5819.154062821418,-3413.042824074075,-3413.042824074075
2021-05-01,ProductB,12456,2021,5,0.49999999999999994,-0.8660254037844387,2570.0,6678.0,16860.0,7234.666666666667,4966.453194517525,8870.666666666666,5047.967617434434,8205.127187496235,9137.577822584586,483.7071759259259,483.7071759259259
2021-06-01,ProductB,23177,2021,6,1.2246467991473532e-16,-1.0,12456.0,2570.0,6678.0,12734.333333333334,10306.319145715086,11368.833333333334,7670.332519954182,12697.9186519918,16157.289748107165,4570.665509259259,4570.665509259259
2021-07-01,ProductB,28984,2021,7,-0.4999999999999997,-0.8660254037844388,23177.0,12456.0,2570.0,21539.0,8384.866069294132,15120.833333333334,9960.121493569577,17584.67926801054,22570.64525631936,5639.012731481482,5639.012731481482
2021-08-01,ProductB,16063,2021,8,-0.8660254037844385,-0.5000000000000004,28984.0,23177.0,12456.0,22741.333333333332,6471.5078871414,14988.0,9937.577270139842,17128.11425910675,19316.822531188205,2127.16550925926,2127.16550925926
2021-09-01,ProductB,6561,2021,9,-1.0,-1.8369701987210297e-16,16063.0,28984.0,23177.0,17202.666666666668,11254.859498604741,14968.5,9957.240154781846,13957.682357703361,12938.911170555817,-3342.4386574074074,-3342.4386574074074
2021-10-01,ProductB,10641,2021,10,-0.8660254037844386,0.5000000000000001,6561.0,16063.0,28984.0,11088.333333333334,4766.768437142017,16313.666666666666,8365.175088823107,12962.612261985645,11789.955576717522,-1690.188657407407,-1690.188657407407
2021-11-01,ProductB,10847,2021,11,-0.5000000000000004,0.8660254037844384,10641.0,6561.0,16063.0,9349.666666666666,2417.251607370104,16045.5,8537.589162052716,12327.899387452268,11318.47778660237,-1384.1261574074074,-1384.1261574074074
2021-12-01,ProductB,12522,2021,12,-2.4492935982947064e-16,1.0,10847.0,10641.0,6561.0,11336.666666666666,1031.6832524245774,14269.666666666666,7836.930513068665,12386.131446234,11920.238894422053,1655.0405092592587,1655.0405092592587
2022-01-01,ProductB,5412,2022,1,0.49999999999999994,0.8660254037844387,12522.0,10847.0,10641.0,9593.666666666666,3717.009326506103,10341.0,3909.668067752048,10293.844853604302,8666.119444180391,-2918.792824074074,-2918.792824074074
2022-02-01,ProductB,3958,2022,2,0.8660254037844386,0.5000000000000001,5412.0,12522.0,10847.0,7297.333333333333,4582.726844721748,8323.5,3464.3062653293273,8393.061407839577,6312.0597209940015,708.4571759259267,708.4571759259267
2022-03-01,ProductB,4863,2022,3,1.0,6.123233995736766e-17,3958.0,5412.0,12522.0,4744.333333333333,734.2277121801873,8040.5,3698.518879227201,7334.031289265996,5587.529860328308,-2435.4594907407404,-2435.4594907407404
2022-04-01,ProductB,5829,2022,4,0.8660254037844387,-0.4999999999999998,4863.0,3958.0,5412.0,4883.333333333333,935.6657166602569,7238.5,3540.1728065166585,6882.518411842977,5708.264930178209,-3413.042824074075,-3413.042824074075
2022-05-01,ProductB,6706,2022,5,0.49999999999999994,-0.8660254037844387,5829.0,4863.0,3958.0,5799.333333333333,921.858087415494,6548.333333333333,3068.1727895714575,6829.562601709359,6207.132465118142,483.7071759259259,483.7071759259259
2022-06-01,ProductB,7283,2022,6,1.2246467991473532e-16,-1.0,6706.0,5829.0,4863.0,6606.0,732.1400139317748,5675.166666666667,1212.3483685256065,6965.59433651019,6745.066232574727,4570.665509259259,4570.665509259259
2022-07-01,ProductB,5712,2022,7,-0.4999999999999997,-0.8660254037844388,7283.0,6706.0,5829.0,6567.0,794.6703719153114,5725.166666666667,1205.4910064644614,6589.515038296057,6228.5331162798475,5639.012731481482,5639.012731481482
2022-08-01,ProductB,4253,2022,8,-0.8660254037844385,-0.5000000000000004,5712.0,7283.0,6706.0,5749.333333333333,1515.344955227473,5774.333333333333,1122.1350483193632,5888.559225684935,5240.7665581327365,2127.16550925926,2127.16550925926
2022-09-01,ProductB,2495,2022,9,-1.0,-1.8369701987210297e-16,4253.0,5712.0,7283.0,4153.333333333333,1610.8141833660864,5379.666666666667,1748.4200486915895,4870.490135153301,3867.8832790613737,-3342.4386574074074,-3342.4386574074074
2022-10-01,ProductB,2565,2022,10,-0.8660254037844386,0.5000000000000001,2495.0,4253.0,5712.0,3104.3333333333335,995.3900408047846,4835.666666666667,2060.5676564157507,4178.842465523543,3216.441639529502,-1690.188657407407,-1690.188657407407
2022-11-01,ProductB,4572,2022,11,-0.5000000000000004,0.8660254037844384,2565.0,2495.0,4253.0,3210.6666666666665,1179.4686656852527,4480.0,1846.1893727351032,4296.789800961258,3894.220819765367,-1384.1261574074074,-1384.1261574074074
2022-12-01,ProductB,3362,2022,12,-2.4492935982947064e-16,1.0,4572.0,2565.0,2495.0,3499.6666666666665,1010.5574369294161,3826.5,1254.8161219876138,4016.3527356886984,3628.1104098825626,1655.0405092592587,1655.0405092592587
2023-01-01,ProductB,919,2023,1,0.49999999999999994,0.8660254037844387,3362.0,4572.0,2565.0,2951.0,1860.8581353773366,3027.6666666666665,1337.344782270713,3087.1466250944227,2273.5552049409735,-2918.792824074074,-2918.792824074074
